onet_soc_code,title,element_id,element_name,scale_id,scale_name,category,category_description,share_pct,date,domain_source,data_source
17-2199.05,Mechatronics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),5,"Over 6 months, up to and including 1 year",0.0,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",22.01,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",29.14,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",15.73,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),9,"Over 6 years, up to and including 8 years",3.01,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),10,"Over 8 years, up to and including 10 years",0.0,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),11,Over 10 years,3.59,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,6.91,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",32.67,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",20.81,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",3.59,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",3.04,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",5.26,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),8,"Over 4 years, up to and including 10 years",0.0,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),9,Over 10 years,1.2,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),1,None or short demonstration,0.0,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",0.0,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",59.2,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",3.71,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",22.2,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",9.64,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",4.06,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),8,"Over 4 years, up to and including 10 years",0.0,08/2022,Incumbent,O*NET
17-2199.05,Mechatronics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),9,Over 10 years,1.2,08/2022,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,0.0,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),2,Up to and including 1 month,0.0,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),3,"Over 1 month, up to and including 3 months",0.0,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),4,"Over 3 months, up to and including 6 months",0.0,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),5,"Over 6 months, up to and including 1 year",0.3,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",38.55,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",8.82,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",21.93,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),9,"Over 6 years, up to and including 8 years",16.65,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),10,"Over 8 years, up to and including 10 years",0.0,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),11,Over 10 years,13.76,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,8.61,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,0.3,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",15.15,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",21.32,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",13.46,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",1.56,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),8,"Over 4 years, up to and including 10 years",0.6,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),9,Over 10 years,0.0,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),1,None or short demonstration,2.23,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",4.78,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",13.5,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",14.85,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",64.04,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",0.0,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",0.3,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),8,"Over 4 years, up to and including 10 years",0.3,07/2016,Incumbent,O*NET
17-2199.06,Microsystems Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),9,Over 10 years,0.0,07/2016,Incumbent,O*NET
17-2199.07,Photonics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,26.09,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),2,Up to and including 1 month,0.0,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),3,"Over 1 month, up to and including 3 months",0.0,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),4,"Over 3 months, up to and including 6 months",4.35,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),5,"Over 6 months, up to and including 1 year",4.35,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",8.7,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",30.43,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",26.09,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),9,"Over 6 years, up to and including 8 years",0.0,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),10,"Over 8 years, up to and including 10 years",0.0,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),11,Over 10 years,0.0,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,17.39,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,30.43,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",13.04,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",8.7,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",21.74,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",4.35,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",0.0,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),8,"Over 4 years, up to and including 10 years",4.35,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),9,Over 10 years,0.0,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),1,None or short demonstration,4.35,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",17.39,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",8.7,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",13.04,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",43.48,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",4.35,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",4.35,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),8,"Over 4 years, up to and including 10 years",4.35,08/2018,Occupational Expert,O*NET
17-2199.07,Photonics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),9,Over 10 years,0.0,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,3.33,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),2,Up to and including 1 month,3.33,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),3,"Over 1 month, up to and including 3 months",0.0,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),4,"Over 3 months, up to and including 6 months",10.0,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),5,"Over 6 months, up to and including 1 year",6.67,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",6.67,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",33.33,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",26.67,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),9,"Over 6 years, up to and including 8 years",3.33,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),10,"Over 8 years, up to and including 10 years",6.67,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),11,Over 10 years,0.0,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,10.0,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,13.33,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",26.67,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",13.33,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",6.67,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",6.67,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",20.0,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),8,"Over 4 years, up to and including 10 years",3.33,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),9,Over 10 years,0.0,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),1,None or short demonstration,3.33,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",13.33,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",26.67,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",13.33,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",13.33,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",10.0,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",13.33,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),8,"Over 4 years, up to and including 10 years",6.67,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),9,Over 10 years,0.0,08/2018,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,19.05,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),2,Up to and including 1 month,0.0,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),3,"Over 1 month, up to and including 3 months",0.0,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),4,"Over 3 months, up to and including 6 months",0.0,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),5,"Over 6 months, up to and including 1 year",4.76,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",4.76,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",38.1,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",9.52,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),9,"Over 6 years, up to and including 8 years",14.29,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),10,"Over 8 years, up to and including 10 years",4.76,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),11,Over 10 years,4.76,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,9.52,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,19.05,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",14.29,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",14.29,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",14.29,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",9.52,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",14.29,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),8,"Over 4 years, up to and including 10 years",4.76,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),9,Over 10 years,0.0,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),1,None or short demonstration,0.0,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",4.76,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",23.81,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",33.33,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",19.05,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",9.52,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",9.52,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),8,"Over 4 years, up to and including 10 years",0.0,08/2023,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),9,Over 10 years,0.0,08/2023,Occupational Expert,O*NET
17-2199.10,Wind Energy Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,2.86,07/2012,Incumbent,O*NET
17-2199.10,Wind Energy Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),2,Up to and including 1 month,0.0,07/2012,Incumbent,O*NET
17-2199.10,Wind Energy Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),3,"Over 1 month, up to and including 3 months",1.62,07/2012,Incumbent,O*NET
17-2199.10,Wind Energy Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),4,"Over 3 months, up to and including 6 months",0.0,07/2012,Incumbent,O*NET
17-2199.10,Wind Energy Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),5,"Over 6 months, up to and including 1 year",10.81,07/2012,Incumbent,O*NET
17-2199.10,Wind Energy Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",18.96,07/2012,Incumbent,O*NET
17-2199.10,Wind Energy Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",15.56,07/2012,Incumbent,O*NET
17-2199.10,Wind Energy Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",8.11,07/2012,Incumbent,O*NET
17-2199.10,Wind Energy Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),9,"Over 6 years, up to and including 8 years",4.48,07/2012,Incumbent,O*NET
17-2199.10,Wind Energy Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),10,"Over 8 years, up to and including 10 years",25.9,07/2012,Incumbent,O*NET
17-2199.10,Wind Energy Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),11,Over 10 years,11.69,07/2012,Incumbent,O*NET
17-2199.10,Wind Energy Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,11.96,07/2012,Incumbent,O*NET
17-2199.10,Wind Energy Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,14.68,07/2012,Incumbent,O*NET
