onet_soc_code,title,scale_id,scale_name,category,category_description,share_pct,date,domain_source,data_source
13-1041.06,Coroners,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,35.0,08/2024,Occupational Expert,O*NET
13-1041.07,Regulatory Affairs Specialists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,80.0,08/2019,Occupational Expert,O*NET
13-1041.08,Customs Brokers,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,35.0,08/2026,Occupational Expert,O*NET
13-1051.00,Cost Estimators,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,81.82,08/2023,Occupational Expert,O*NET
13-1071.00,Human Resources Specialists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,46.59,08/2019,Incumbent,O*NET
13-1074.00,Farm Labor Contractors,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),48.54,08/2026,Incumbent,O*NET
13-1075.00,Labor Relations Specialists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,33.33,08/2023,Occupational Expert,O*NET
13-1081.00,Logisticians,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,75.0,07/2016,Occupational Expert,O*NET
13-1081.01,Logistics Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,73.91,08/2025,Occupational Expert,O*NET
13-1081.02,Logistics Analysts,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,63.64,08/2020,Occupational Expert,O*NET
13-1082.00,Project Management Specialists,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,63.64,08/2026,Occupational Expert,O*NET
13-1111.00,Management Analysts,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,57.14,08/2022,Occupational Expert,O*NET
13-1121.00,"Meeting, Convention, and Event Planners",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,40.8,07/2016,Incumbent,O*NET
13-1131.00,Fundraisers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,90.48,08/2021,Occupational Expert,O*NET
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,85.71,08/2024,Occupational Expert,O*NET
13-1151.00,Training and Development Specialists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,78.26,08/2022,Occupational Expert,O*NET
13-1161.00,Market Research Analysts and Marketing Specialists,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,70.0,08/2026,Occupational Expert,O*NET
13-1161.01,Search Marketing Strategists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,47.83,08/2021,Occupational Expert,O*NET
13-1199.04,Business Continuity Planners,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,47.83,08/2025,Occupational Expert,O*NET
13-1199.05,Sustainability Specialists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,52.17,08/2020,Occupational Expert,O*NET
13-1199.06,Online Merchants,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,41.29,07/2014,Incumbent,O*NET
13-1199.07,Security Management Specialists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,65.0,08/2025,Occupational Expert,O*NET
13-2011.00,Accountants and Auditors,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,68.97,08/2026,Occupational Expert,O*NET
13-2022.00,Appraisers of Personal and Business Property,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,39.13,08/2025,Occupational Expert,O*NET
13-2023.00,Appraisers and Assessors of Real Estate,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,54.55,08/2025,Occupational Expert,O*NET
13-2031.00,Budget Analysts,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,77.48,08/2024,Incumbent,O*NET
13-2041.00,Credit Analysts,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,95.0,08/2020,Occupational Expert,O*NET
13-2052.00,Personal Financial Advisors,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,57.69,08/2024,Occupational Expert,O*NET
13-2053.00,Insurance Underwriters,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,70.0,08/2018,Occupational Expert,O*NET
13-2061.00,Financial Examiners,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,86.96,08/2020,Occupational Expert,O*NET
13-2071.00,Credit Counselors,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,31.03,08/2026,Occupational Expert,O*NET
13-2072.00,Loan Officers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,68.74,08/2020,Incumbent,O*NET
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,33.61,08/2022,Incumbent,O*NET
13-2082.00,Tax Preparers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),38.1,08/2025,Occupational Expert,O*NET
13-2099.01,Financial Quantitative Analysts,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,60.0,08/2023,Occupational Expert,O*NET
13-2099.04,"Fraud Examiners, Investigators and Analysts",RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,83.33,08/2026,Occupational Expert,O*NET
15-1211.00,Computer Systems Analysts,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,4.62,08/2023,Incumbent,O*NET
15-1211.01,Health Informatics Specialists,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,52.38,08/2024,Occupational Expert,O*NET
15-1212.00,Information Security Analysts,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,52.64,08/2018,Incumbent,O*NET
15-1221.00,Computer and Information Research Scientists,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,28.42,08/2019,Incumbent,O*NET
15-1231.00,Computer Network Support Specialists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,46.93,07/2014,Incumbent,O*NET
15-1232.00,Computer User Support Specialists,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,13.74,08/2023,Incumbent,O*NET
15-1241.00,Computer Network Architects,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,55.0,08/2024,Occupational Expert,O*NET
15-1241.01,Telecommunications Engineering Specialists,RQ,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,32.26,08/2026,Occupational Expert,O*NET
15-1242.00,Database Administrators,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,88.98,08/2023,Incumbent,O*NET
15-1243.00,Database Architects,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,76.19,08/2023,Occupational Expert,O*NET
15-1243.01,Data Warehousing Specialists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,78.26,08/2018,Occupational Expert,O*NET
15-1244.00,Network and Computer Systems Administrators,RQ,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,30.0,08/2026,Occupational Expert,O*NET
15-1251.00,Computer Programmers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,88.04,08/2018,Incumbent,O*NET
15-1252.00,Software Developers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,84.8,08/2025,Incumbent,O*NET
15-1253.00,Software Quality Assurance Analysts and Testers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,50.0,08/2022,Occupational Expert,O*NET
15-1254.00,Web Developers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,45.83,07/2017,Occupational Expert,O*NET
15-1255.00,Web and Digital Interface Designers,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,52.42,08/2026,Incumbent,O*NET
15-1255.01,Video Game Designers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,55.0,08/2022,Occupational Expert,O*NET
15-1299.01,Web Administrators,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,55.0,08/2018,Occupational Expert,O*NET
15-1299.02,Geographic Information Systems Technologists and Technicians,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,27.35,08/2026,Incumbent,O*NET
15-1299.03,Document Management Specialists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,60.0,08/2021,Occupational Expert,O*NET
15-1299.04,Penetration Testers,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,40.0,08/2026,Occupational Expert,O*NET
15-1299.05,Information Security Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,47.37,08/2025,Occupational Expert,O*NET
15-1299.06,Digital Forensics Analysts,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,55.56,08/2026,Occupational Expert,O*NET
15-1299.07,Blockchain Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,37.5,08/2026,Occupational Expert,O*NET
15-1299.08,Computer Systems Engineers/Architects,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,40.91,08/2024,Occupational Expert,O*NET
15-1299.09,Information Technology Project Managers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,38.1,08/2019,Occupational Expert,O*NET
15-2011.00,Actuaries,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,82.35,08/2026,Occupational Expert,O*NET
15-2021.00,Mathematicians,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,45.0,08/2025,Occupational Expert,O*NET
15-2031.00,Operations Research Analysts,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,42.86,08/2024,Occupational Expert,O*NET
15-2041.00,Statisticians,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,61.9,08/2024,Occupational Expert,O*NET
15-2041.01,Biostatisticians,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,58.33,08/2021,Occupational Expert,O*NET
15-2051.00,Data Scientists,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,48.0,08/2026,Occupational Expert,O*NET
15-2051.01,Business Intelligence Analysts,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,68.18,08/2024,Occupational Expert,O*NET
15-2051.02,Clinical Data Managers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,85.0,07/2016,Occupational Expert,O*NET
15-2099.01,Bioinformatics Technicians,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,50.89,07/2014,Incumbent,O*NET
17-1011.00,"Architects, Except Landscape and Naval",RQ,Required Level Of Education (Categories 1-12),8,Master's Degree,43.48,08/2026,Occupational Expert,O*NET
17-1012.00,Landscape Architects,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,85.0,08/2025,Occupational Expert,O*NET
17-1021.00,Cartographers and Photogrammetrists,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,35.73,08/2018,Incumbent,O*NET
17-1022.00,Surveyors,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,47.37,08/2023,Occupational Expert,O*NET
17-1022.01,Geodetic Surveyors,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,81.48,08/2022,Occupational Expert,O*NET
17-2011.00,Aerospace Engineers,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,79.99,08/2026,Incumbent,O*NET
17-2021.00,Agricultural Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,75.0,08/2024,Occupational Expert,O*NET
17-2031.00,Bioengineers and Biomedical Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,43.48,08/2024,Occupational Expert,O*NET
17-2041.00,Chemical Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,91.3,08/2025,Occupational Expert,O*NET
17-2051.00,Civil Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,85.71,08/2021,Occupational Expert,O*NET
17-2051.01,Transportation Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,77.27,08/2023,Occupational Expert,O*NET
17-2051.02,Water/Wastewater Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,69.57,08/2020,Occupational Expert,O*NET
17-2061.00,Computer Hardware Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,48.28,08/2021,Occupational Expert,O*NET
17-2071.00,Electrical Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,81.62,08/2023,Incumbent,O*NET
17-2072.00,"Electronics Engineers, Except Computer",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,83.3,08/2022,Incumbent,O*NET
17-2072.01,Radio Frequency Identification Device Specialists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,74.83,07/2015,Incumbent,O*NET
17-2081.00,Environmental Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,61.9,08/2024,Occupational Expert,O*NET
17-2111.02,Fire-Prevention and Protection Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,84.62,08/2025,Occupational Expert,O*NET
17-2112.00,Industrial Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,58.62,08/2020,Incumbent,O*NET
17-2112.01,Human Factors Engineers and Ergonomists,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,50.0,08/2024,Occupational Expert,O*NET
17-2112.02,Validation Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,90.0,08/2018,Occupational Expert,O*NET
17-2112.03,Manufacturing Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,76.0,07/2017,Occupational Expert,O*NET
17-2121.00,Marine Engineers and Naval Architects,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,52.63,08/2025,Occupational Expert,O*NET
17-2131.00,Materials Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,80.0,08/2026,Occupational Expert,O*NET
17-2141.00,Mechanical Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,52.29,08/2024,Incumbent,O*NET
17-2141.01,Fuel Cell Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,57.14,08/2022,Occupational Expert,O*NET
17-2141.02,Automotive Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,71.43,08/2022,Occupational Expert,O*NET
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,79.05,08/2018,Incumbent,O*NET
17-2161.00,Nuclear Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,80.95,08/2024,Occupational Expert,O*NET
17-2171.00,Petroleum Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,71.61,08/2020,Incumbent,O*NET
17-2199.03,"Energy Engineers, Except Wind and Solar",RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,65.0,08/2026,Occupational Expert,O*NET
17-2199.05,Mechatronics Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,66.14,08/2022,Incumbent,O*NET
17-2199.06,Microsystems Engineers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,34.17,07/2016,Incumbent,O*NET
17-2199.07,Photonics Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,52.38,08/2018,Occupational Expert,O*NET
17-2199.08,Robotics Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,50.0,08/2018,Occupational Expert,O*NET
17-2199.09,Nanosystems Engineers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,57.14,08/2023,Occupational Expert,O*NET
17-2199.10,Wind Energy Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,69.64,07/2012,Incumbent,O*NET
17-2199.11,Solar Energy Systems Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,55.56,08/2023,Occupational Expert,O*NET
17-3011.00,Architectural and Civil Drafters,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,42.13,08/2026,Incumbent,O*NET
17-3012.00,Electrical and Electronics Drafters,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,40.08,08/2022,Incumbent,O*NET
17-3013.00,Mechanical Drafters,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),44.43,08/2026,Incumbent,O*NET
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,39.23,08/2019,Incumbent,O*NET
17-3022.00,Civil Engineering Technologists and Technicians,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,29.77,07/2017,Incumbent,O*NET
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,RQ,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,33.95,08/2026,Incumbent,O*NET
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,31.72,08/2022,Incumbent,O*NET
17-3024.01,Robotics Technicians,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,45.45,08/2018,Occupational Expert,O*NET
17-3025.00,Environmental Engineering Technologists and Technicians,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,67.31,07/2014,Incumbent,O*NET
17-3026.00,Industrial Engineering Technologists and Technicians,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,52.52,08/2026,Incumbent,O*NET
17-3026.01,Nanotechnology Engineering Technologists and Technicians,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,40.0,08/2025,Occupational Expert,O*NET
17-3027.00,Mechanical Engineering Technologists and Technicians,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,36.52,08/2022,Incumbent,O*NET
17-3027.01,Automotive Engineering Technicians,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,37.04,07/2016,Occupational Expert,O*NET
17-3029.01,Non-Destructive Testing Specialists,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),68.18,08/2023,Occupational Expert,O*NET
17-3029.08,Photonics Technicians,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,40.91,08/2024,Occupational Expert,O*NET
17-3031.00,Surveying and Mapping Technicians,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),32.74,08/2026,Incumbent,O*NET
19-1011.00,Animal Scientists,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,43.48,08/2022,Occupational Expert,O*NET
19-1012.00,Food Scientists and Technologists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,81.82,08/2025,Occupational Expert,O*NET
19-1013.00,Soil and Plant Scientists,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,28.57,08/2021,Occupational Expert,O*NET
19-1021.00,Biochemists and Biophysicists,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,40.0,08/2020,Occupational Expert,O*NET
19-1022.00,Microbiologists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,63.64,08/2024,Occupational Expert,O*NET
19-1023.00,Zoologists and Wildlife Biologists,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,72.41,08/2026,Occupational Expert,O*NET
19-1029.01,Bioinformatics Scientists,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,42.1,08/2026,Incumbent,O*NET
19-1029.02,Molecular and Cellular Biologists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,34.62,08/2021,Occupational Expert,O*NET
19-1029.03,Geneticists,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,36.0,08/2021,Occupational Expert,O*NET
19-1029.04,Biologists,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,54.99,08/2025,Incumbent,O*NET
19-1031.00,Conservation Scientists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,69.57,08/2022,Occupational Expert,O*NET
19-1031.02,Range Managers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,75.0,08/2026,Occupational Expert,O*NET
19-1031.03,Park Naturalists,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,75.0,08/2026,Occupational Expert,O*NET
19-1032.00,Foresters,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,72.92,08/2026,Occupational Expert,O*NET
19-1041.00,Epidemiologists,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,66.67,08/2023,Occupational Expert,O*NET
19-1042.00,"Medical Scientists, Except Epidemiologists",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,35.91,08/2021,Incumbent,O*NET
19-2011.00,Astronomers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,65.22,08/2024,Occupational Expert,O*NET
19-2012.00,Physicists,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,49.04,08/2020,Incumbent,O*NET
19-2021.00,Atmospheric and Space Scientists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,60.0,08/2024,Occupational Expert,O*NET
19-2031.00,Chemists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,55.91,08/2023,Incumbent,O*NET
19-2032.00,Materials Scientists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,61.9,08/2024,Occupational Expert,O*NET
19-2041.00,"Environmental Scientists and Specialists, Including Health",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,47.49,08/2023,Incumbent,O*NET
19-2041.01,Climate Change Policy Analysts,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,60.87,08/2021,Occupational Expert,O*NET
19-2041.02,Environmental Restoration Planners,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,50.0,08/2021,Occupational Expert,O*NET
19-2041.03,Industrial Ecologists,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,65.22,08/2021,Occupational Expert,O*NET
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,48.15,08/2026,Occupational Expert,O*NET
19-2043.00,Hydrologists,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,63.64,08/2026,Occupational Expert,O*NET
19-2099.01,Remote Sensing Scientists and Technologists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,60.0,08/2023,Occupational Expert,O*NET
19-3011.00,Economists,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,50.0,08/2024,Occupational Expert,O*NET
19-3011.01,Environmental Economists,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,44.44,08/2020,Occupational Expert,O*NET
19-3022.00,Survey Researchers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,50.0,08/2025,Occupational Expert,O*NET
19-3032.00,Industrial-Organizational Psychologists,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,57.69,08/2023,Occupational Expert,O*NET
19-3033.00,Clinical and Counseling Psychologists,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,48.0,08/2024,Occupational Expert,O*NET
19-3034.00,School Psychologists,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,57.69,08/2026,Occupational Expert,O*NET
19-3039.02,Neuropsychologists,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,84.0,08/2024,Occupational Expert,O*NET
19-3039.03,Clinical Neuropsychologists,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,91.67,08/2024,Occupational Expert,O*NET
19-3041.00,Sociologists,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,50.0,08/2023,Occupational Expert,O*NET
19-3051.00,Urban and Regional Planners,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,56.0,08/2021,Occupational Expert,O*NET
19-3091.00,Anthropologists and Archeologists,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,40.0,08/2024,Occupational Expert,O*NET
19-3092.00,Geographers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,45.0,08/2023,Occupational Expert,O*NET
19-3093.00,Historians,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,64.48,08/2025,Incumbent,O*NET
19-3094.00,Political Scientists,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,88.46,08/2022,Occupational Expert,O*NET
19-3099.01,Transportation Planners,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,55.0,08/2023,Occupational Expert,O*NET
19-4012.00,Agricultural Technicians,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),41.34,08/2024,Incumbent,O*NET
19-4012.01,Precision Agriculture Technicians,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,34.78,08/2023,Occupational Expert,O*NET
19-4013.00,Food Science Technicians,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,32.33,08/2023,Incumbent,O*NET
19-4021.00,Biological Technicians,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),14.46,08/2026,Incumbent,O*NET
19-4031.00,Chemical Technicians,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),33.34,08/2021,Incumbent,O*NET
19-4042.00,"Environmental Science and Protection Technicians, Including Health",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,68.18,08/2023,Occupational Expert,O*NET
19-4051.02,Nuclear Monitoring Technicians,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,29.35,07/2014,Incumbent,O*NET
19-4061.00,Social Science Research Assistants,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,52.73,08/2019,Incumbent,O*NET
19-4071.00,Forest and Conservation Technicians,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),35.31,08/2018,Incumbent,O*NET
19-4092.00,Forensic Science Technicians,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,36.29,08/2023,Incumbent,O*NET
19-4099.01,Quality Control Analysts,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),37.77,08/2020,Incumbent,O*NET
19-4099.03,Remote Sensing Technicians,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,62.04,07/2012,Incumbent,O*NET
19-5011.00,Occupational Health and Safety Specialists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,73.91,08/2024,Occupational Expert,O*NET
19-5012.00,Occupational Health and Safety Technicians,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,47.62,08/2024,Occupational Expert,O*NET
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,RQ,Required Level Of Education (Categories 1-12),8,Master's Degree,33.33,08/2026,Occupational Expert,O*NET
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,2.51,08/2024,Incumbent,O*NET
21-1013.00,Marriage and Family Therapists,RQ,Required Level Of Education (Categories 1-12),8,Master's Degree,86.67,08/2026,Occupational Expert,O*NET
21-1014.00,Mental Health Counselors,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,89.29,08/2025,Occupational Expert,O*NET
21-1015.00,Rehabilitation Counselors,RQ,Required Level Of Education (Categories 1-12),8,Master's Degree,82.35,08/2026,Occupational Expert,O*NET
21-1021.00,"Child, Family, and School Social Workers",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,68.66,08/2018,Incumbent,O*NET
21-1022.00,Healthcare Social Workers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,70.37,08/2021,Occupational Expert,O*NET
21-1023.00,Mental Health and Substance Abuse Social Workers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,77.18,08/2021,Incumbent,O*NET
21-1091.00,Health Education Specialists,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,62.17,08/2019,Incumbent,O*NET
